0.29,0.85,7.061
0.02,0.05,0.69965
0.09,0.42,3.6848
0.5,0.37,1.8444
0.31,0.09,3.2169
0.96,0.78,3.1195
0.32,0.19,3.5988
0.5,0.09,0.48411
0.65,0.73,1.1907
0.87,0.6,0.79674
0.79,0.98,2.0178
0.13,0.05,2.2853
0.39,0.97,6.7263
0.77,0.3,-1.4684
0.05,0.46,3.2005
0.72,0.34,-1.1768
0.25,0.05,3.2985
0.13,0.48,4.5878
0.77,0.11,-2.4806
0.01,0.43,2.3085
0.07,0.17,2.0905
0.6,0.22,-0.65446
0.81,0.6,0.21039
0.76,0.63,0.15288
0.51,0.6,2.7717
0.08,0.33,3.1029
0.83,0.41,-0.51844
0.25,0.57,5.8358
0.67,0.9,1.8132
0.11,0.32,3.4941
0.53,0.23,0.60187
0.04,0.94,5.4253
0.44,0.5,3.5916
0.84,0.71,0.98279
0.47,0.38,2.411
0.56,0.54,1.5623
0.38,0.31,3.6365
0.46,0.18,1.6413
0.06,0.27,2.5757
0.81,0.68,0.66449
0.83,0.02,-2.5524
0.72,0.92,1.6166
0.27,0.28,4.3399
0.98,0.13,0.20175
0.38,0.52,4.7166
0.59,0.94,3.0227
0.14,0.61,5.3825
0.77,0.57,-0.095073
0,0.59,2.9189
0.58,0.25,-0.29644
0.32,0.1,3.2742
0.86,0.18,-1.4958
0.41,0.15,2.4066
0.08,0.35,3.2257
0.37,0.79,6.1706
0.51,0.56,2.6299
0.04,0.47,3.1438
0.26,0.77,6.8153
0.6,0.09,-1.2011
0.35,0.78,6.3629
0.96,0.3,0.6012
0.65,0.3,-0.9636
0.7,0,-2.8311
0.58,0.85,2.8543
0.28,0.73,6.5121
0.66,0.57,0.39726
0.93,0.69,2.1865
0.93,0.48,1.0802
0.78,0.6,-0.010579
0.21,0.1,3.4466
0.29,0.3,4.3853
0.89,0.45,0.42922
0.54,0.28,0.53797
0,0.61,3.0692
0.09,0.73,5.3638
0.32,0.05,2.997
0.67,0.65,0.67221
0.21,0.8,6.9111
0.78,0.78,0.93179
0.53,0.43,1.5852
0.96,0.15,-0.062783
0.74,0.34,-1.3608
0.82,0.57,0.13367
0.35,0.46,4.7307
0.92,0.5,0.95502
0.53,0.03,-0.25502
0.25,0.61,6.1096
0.89,0.44,0.21739
0.52,0.41,1.6983
0.83,0.87,1.7255
0.09,0.24,2.8233
0.13,0.57,4.9843
0.07,0.27,2.6712
0.39,0.2,2.8237
0.7,0.64,0.3967
0.12,0.15,2.7538
0.64,0.46,-0.026921
0.93,0.87,3.0631
0.08,0.28,2.7875
0.22,0.96,7.6222
0.39,0.73,5.4398
0.31,0.74,6.4366
0.82,0,-2.6968
0.52,0.16,0.38106
0.5,0.55,2.7006
0.81,0.85,1.4506
0.75,0.99,2.0913
0.04,0.65,3.9682
0.36,0.26,3.5844
0.15,0.79,6.3751
0.52,0.83,3.7605
0.99,0.23,0.96963
0.86,0,-2.2765
0.33,0.45,4.8809
0.02,0.65,3.6323
0.87,0.33,-0.51755
0.92,0.75,2.343
0.79,0.86,1.4088
0.31,0.78,6.6925
0.62,0.29,-0.60865
0.11,0.2,2.8296
0.83,0.29,-1.1382
0.46,0.68,4.0403
0.42,0.24,2.5891
0.43,0.42,3.397
0.21,0.01,2.9875
0.28,0.89,7.3652
0.83,0.76,1.1919
0.44,0.11,1.662
1,0.84,4.1883
0.87,0.96,2.6106
0.68,0.09,-2.2526
0.2,0.27,4.1078
0,0.64,3.1928
0.01,0.83,4.3888
0.13,0.5,4.6988
0.97,0.91,3.9344
0.45,0.38,2.8809
0.96,0.25,0.64313
0.88,0.57,0.8641
0.1,0.51,4.2507
0.52,0.4,1.6935
0.07,0.49,3.6794
0.63,0.08,-1.7875
0.58,0.39,0.4584
0.62,0.51,0.41443
0.26,0.38,4.9496
0.84,0.16,-1.7723
0.32,0.74,6.4426
0.53,0.32,0.89929
0.67,0.8,1.3895
0.06,0.18,1.9693
0.23,0.77,6.873
0.26,0.89,7.4089
0.08,0.71,5.0588
0.12,0.5,4.5593
0.31,0.38,4.6626
0.37,0.44,4.4812
0.77,0.26,-1.7299
0.06,0.45,3.272
0.33,0.98,7.5309
0.84,0.62,0.51752
0.38,0.16,2.7171
0.9,0.68,1.6251
1,0.07,0.28433
0.14,0.43,4.5181
0.3,0.14,3.5395
0.24,0.84,7.1897
0.41,0.22,2.6535
1,0.12,0.66333
0.57,0.56,1.4728
0.56,0.49,1.3299
0.95,0.92,3.7181
0.65,0.55,0.51199
0.72,0.76,0.8091
0.71,0.24,-1.7051
0.24,0.73,6.5134
0.85,0.98,2.496
0.7,0.76,0.99302
0.05,0.63,4.0258
0.7,0.79,1.1942
0.15,0.76,6.1568
0.93,0.3,0.23351
0.72,0.41,-0.98512
0.22,0.95,7.6258
0.82,0.31,-1.1941
0.72,0.65,0.28434
0.43,0.44,3.4427
0.91,0.36,0.15938
0.65,0.61,0.65448
0.54,0.98,4.2135
0.3,0.1,3.3773
0.85,1,2.5978
0.77,0.42,-0.82639
0.28,0.48,5.4323
0.81,0.72,0.70074
0.76,0.28,-1.5781
0.2,0.73,6.4731
0.44,0.33,2.7464
0.1,0.61,4.8398
0.81,0.89,1.6462
0.51,0.53,2.5177
0.35,0.81,6.4975
0.43,0.39,3.2108
0.35,0.8,6.4184
0.73,0.93,1.7173
0.91,0.35,0.032201
0.09,0.66,4.9126
0.95,0.58,2.0222
0.2,0.75,6.4959
0.76,0.17,-2.1422
0.45,0.25,2.1268
0.08,0.78,5.332
0.74,0.99,1.9363
0.93,0.66,1.9123
0.06,0.16,1.8647
0.34,0.58,5.4274
0.83,0.62,0.5527
0.33,0.72,6.3422
0.14,0.32,3.9218
0.8,0.42,-0.78749
0.83,0.65,0.58669
0.45,0.05,1.103
0.24,0.12,3.569
0.51,0.29,1.3266
0.48,0.2,1.3263
0.02,0.86,4.6939
0.77,0.12,-2.3147
0.59,0.7,1.928
0,0.06,0.35521
0.74,0.23,-1.9484
0.52,0.86,3.8892
0.85,0.99,2.5088
0.43,0.89,5.7115
0.74,0.1,-2.5351
0.43,0.15,2.0145
0.56,0.13,-0.43806
0.74,0.82,1.093
0.45,0.56,3.6819
0.12,0.69,5.5208
0.66,0.59,0.42688
0,0.56,2.8343
0.37,0.53,4.9758
0.41,0.25,2.8399
0.69,0.09,-2.315
0.51,0.57,2.6374
0.65,0.65,0.72755
0.63,0.95,2.5661
0.41,0.19,2.5646
0.73,0.38,-1.0654
0.04,0.21,1.8463
0.75,0.25,-1.7351
0.72,0.91,1.5845
0.86,0.6,0.72796
0.62,0.66,1.2928
0,0.4,1.9589
0.95,0.23,0.26706
0.91,0.68,1.7732
0.34,0.19,3.4355
0.44,0.8,5.1532
0.28,0.21,3.963
0.55,0.17,-0.06969
0.52,0.68,2.9608
0.65,0.32,-0.83752
0.49,0.43,2.3379
0.29,0.41,4.9052
0.01,0.2,1.2397
0.91,0.47,0.70527
0.17,0.44,4.7903
0.67,0.32,-1.0675
0.85,0.69,0.94777
0.86,0.77,1.664
0.6,0.82,2.408
0.18,0.06,2.9834
0.38,0.77,5.9838
0.64,0.89,2.0457
0.66,0.5,-0.097185
0.83,0.69,0.8608
0.4,0.75,5.498
0.04,0.25,1.9956
0.98,0.51,2.1925
0.18,0.07,3.1015
0.7,0.12,-2.2732
0.65,0.87,1.8728
0.65,0.39,-0.44372
0.21,0.78,6.7931
0.9,0.69,1.7278
0.69,0.35,-0.95619
0.33,0.88,7.0686
0.19,0.2,3.8123
0.5,0.49,2.4151
0.78,0.17,-2.1541
0.24,0.82,7.134
0.02,0.73,3.9898
0.36,0.1,2.8363
0.32,0.87,7.0323
0.42,0.69,4.8608
1,0.59,2.8778
0.16,0.53,5.1822
0.04,0.23,1.8102
0.27,0.97,7.9172
1,0.88,4.4542
0.31,0.14,3.5428
0.88,0.01,-2.0032
0.8,0.86,1.4095
0.25,0.66,6.2571
0.46,0.51,3.2503
0.89,0.99,3.0731
0.2,0.04,2.9573
0.83,0.51,0.046797
0.46,0.06,1.0749
0.22,0.76,6.7257
0.77,0.04,-2.7989
0.82,0.38,-0.85535
0.61,0.67,1.4165
0.05,1,5.9132
0.57,0.73,2.3599
0.35,0.17,3.2106
0.76,0.49,-0.57433
0.29,0.17,3.7795
0.39,0.1,2.4073
0.46,0.13,1.4168
0.41,0.23,2.7351
0.46,0.54,3.4498
0.14,0.54,4.9501
0.61,0.91,2.7015
0.39,0.55,4.5793
0.56,0.47,1.1965
0.83,0.44,-0.44615
0.24,0.67,6.483
0.1,0.13,2.4688
0.13,0.45,4.3815
0.29,0.63,6.0757
0.55,0.99,3.9641
0.97,0.89,3.9116
0.39,0.21,2.9994
0.55,0.97,3.9822
0.91,0.08,-1.2417
0.05,0.04,1.143
0.16,0.89,6.9959
0.17,0.12,3.2494
0.67,0.56,0.14351
0.96,0.32,0.85163
0.9,0.02,-1.6017
0.59,0.13,-0.9834
0.5,0.58,3.0043
0.67,0.21,-1.5495
0.21,0.13,3.6478
0.85,0.76,1.367
0.16,0.66,5.7935
0.4,0.52,4.2529
0,0.3,1.5205
0.89,0.61,1.1089
0.73,0.96,1.8271
0.58,0.16,-0.68692
0.98,0.4,1.516
0.52,0.49,2.1179
0.18,0.22,3.8526
0.96,0.04,-0.57574
0.47,0.48,2.8075
0.85,0.85,1.7904
0.48,0.19,1.4
0.65,0.69,1.0619
0.25,0.11,3.5938
0.12,0.9,6.5611
0.15,0.58,5.2092
0.54,0.76,3.1153
0.43,0.01,1.3292
0.16,0.79,6.5014
0.95,0.03,-0.78957
0.24,0.3,4.4007
0.17,0.34,4.384
0.58,0.74,2.2225
0.71,0.81,1.2162
0.58,0.32,0.10898
0.23,0.19,3.9785
0.07,0.02,1.2961
0.1,0.64,4.9467
0.73,0.29,-1.5628
0.68,0.14,-1.9923
0.61,0.11,-1.4417
0.73,0.61,0.11161
0.71,0.71,0.55833
0.76,0.99,1.8811
0.53,0.04,-0.45822
0.83,0.82,1.4299
0.51,0.4,1.8316
0.81,0.93,1.8542
0.46,0.9,5.2342
0.92,0.04,-1.1738
0.59,0.4,0.50359
0.18,0.7,6.2196
0.54,0.71,2.8022
0.28,0.64,6.193
0.39,0.25,3.1642
0.77,0.88,1.4255
0.95,0.53,1.6118
0.51,0.52,2.4227
0.42,0.65,4.657
0.65,0.43,-0.26641
0.06,0.36,2.8873
0.72,0.4,-0.97478
0.1,0.85,5.9285
0.16,0.49,4.9682
0.43,0.09,1.7462
0.32,0.46,4.9858
0.05,0.16,1.7833
0.11,0.01,1.9838
0.78,0.12,-2.2928
0.04,0.68,4.1227
0.09,0.14,2.3437
0.41,0.8,5.5192
0.72,0.98,1.9938
0.1,0.44,3.9026
0.28,0.5,5.4867
0.17,0.64,5.8322
0.64,0.42,-0.18149
0.26,0.95,7.7859
0.92,0.21,-0.37118
0.69,0.16,-1.9093
0.24,0.43,5.1678
0.11,0.8,5.9364
0.14,1,7.3819
0.91,0.2,-0.50277
0.79,0.12,-2.3068
0.84,0.3,-0.95979
0.57,0.17,-0.41723
0.39,0.17,2.771
0.83,0.45,-0.44757
0.72,0.82,1.0998
0.13,0.71,5.7486
0.97,0.83,3.6336
0.23,0.68,6.4025
0.76,0.98,1.897
0.14,0.79,6.2184
0.92,0.27,-0.15127
0.98,0.44,1.8765
0.38,0.46,4.2749
0.11,0.82,6.0496
0.13,0.47,4.5304
0.96,0.62,2.3107
0.43,0.34,2.8374
0.72,0.78,0.93771
0.74,0.83,1.1635
0.21,0.35,4.593
0.98,0.65,2.8999
0.94,0.89,3.396
0.57,0.93,3.4692
0.69,0.01,-2.7583
0.57,0.95,3.4893
0.21,0.49,5.2325
0.86,0.8,1.7174
0.85,0.51,0.18107
0.7,0.57,-0.040513
0.15,0.47,4.7206
0.93,0.13,-0.65935
0.42,0.81,5.4309
0.42,0.71,5.0302
0.78,0.9,1.5126
0.77,0.93,1.6255
0.45,0.46,3.2938
0.29,0.55,5.6714
0.94,0.93,3.5317
0.81,0.05,-2.5441
0.03,0.53,3.1684
0.12,0.81,6.0209
0.83,0.84,1.5439
0.98,0.24,0.83741
0.18,0.41,4.6844
0.07,0.65,4.6261
0.14,0.59,5.2858
0.1,0.72,5.2777
0.9,0.7,1.6624
0.93,0.86,2.9131
0.72,0.93,1.6517
0.5,0.28,1.4459
0.01,0.27,1.5189
0.6,0.97,3.1104
0.6,0.03,-1.5781
0.95,0.14,-0.085572
0.42,0.94,6.2309
0.58,0.8,2.518
0.06,0.74,4.8719
0.69,0.92,1.8925
0.19,0.97,7.6458
0.48,0.24,1.6816
0.17,0.09,3.0741
0.51,0.08,0.14966
0.89,0,-1.8628
0.86,0.09,-1.885
0.74,0.46,-0.60753
0.64,0.78,1.6293
0.42,0.13,2.1193
0.01,0.95,4.9324
0.02,0.53,3.0237
0.2,0.86,7.134
0.95,0.76,2.8578
0.5,0.27,1.3685
1,0.02,0.11038
0.75,0.32,-1.3061
0.76,0.69,0.46163
0.76,0.37,-1.1917
0.3,0.77,6.7045
0,0.84,4.251
0.64,0.25,-1.0721
0.4,0.09,2.2917
0.87,0.19,-1.3421
0.37,0.66,5.491
0.78,0.58,-0.038806
0.58,0.34,0.16038
0.77,0.31,-1.4681
0.18,0.87,7.0646
0.5,0.43,2.2073
0.77,0.9,1.4964
0.5,0.64,3.3004
0.61,0.13,-1.2734
0.46,0.28,2.3514
0.91,0.59,1.3747
0.28,0.47,5.3073
0.92,0.66,1.791
0.9,0.67,1.4885
0.22,0.81,6.9525
0.47,0.84,4.7932
0.23,0.92,7.6309
0.06,0.42,3.1402
0.33,0.85,6.8653
0.47,0.04,0.73862
0.52,0.78,3.4553
0.88,0.35,-0.36528
0.15,0.78,6.3095
0.1,0.19,2.7412
0.86,0.34,-0.71677
0.44,0.75,4.9061
0.79,0.74,0.75427
0.46,0.5,3.2899
0.54,0.81,3.2505
0.01,0.03,0.41136
0.75,0.47,-0.6555
0.35,0.68,5.6902
0.32,0.07,3.0674
0.32,0.67,6.0625
0.55,0.35,0.74377
0.39,0.03,2.0146
0.39,0.6,4.8948
0.77,0.38,-1.0599
0.83,0.95,2.1627
0.67,0.99,2.2762
0.05,0.23,2.1087
0.23,0.37,4.7912
0.3,0.92,7.4521
0.47,0.61,3.6305
0.22,0.72,6.5717
0.68,0.25,-1.557
0.2,0.82,6.9328
0.55,0.08,-0.5989
0.99,0.7,3.2945
0.34,0.93,7.2389
0.74,0.15,-2.2553
0.1,0.46,4.1186
0.38,0.08,2.52
0.75,0.52,-0.4128
0.38,0.82,6.1606
0.17,0.33,4.2568
0.84,0.18,-1.7045
0.5,0.44,2.1734
0.07,0.74,4.8741
0.71,0.97,1.9725
0.73,0.56,-0.22115
0.22,0.37,4.8258
0.07,0.33,2.9445
0.3,0.83,7.1016
0.39,0.23,3.0653
0.92,0.55,1.3324
0.56,0.01,-1.1074
0.5,0.16,0.73825
0.54,0.14,-0.10984
0.6,0.07,-1.3197
0.92,0.76,2.3234
0.06,0.67,4.5153
0.38,0.83,6.2196
0.83,0.14,-1.9167
0.17,0.18,3.5762
0.12,0.86,6.3203
0.08,0.62,4.6689
0.71,0.47,-0.54493
0.06,0.86,5.3653
0.54,0.45,1.4629
0.8,0.19,-1.8904
0.4,0.64,4.9982
0,0.43,2.1903
0.01,0.34,1.8785
0.67,0.79,1.2578
0.18,0.29,4.0955
0.26,0.25,4.2382
0.97,0.06,-0.27409
0.38,0.94,6.8237
0.09,0.27,3.0031
0.62,0.3,-0.46637
0.59,0.58,1.3115
0.26,0.85,7.2552
0.12,0.56,4.8086
0.83,0.74,1.0373
0.77,0.7,0.54591
0.02,0.4,2.3937
0.26,0.32,4.5311
0.71,0.7,0.64855
0.51,0.34,1.5835
0.1,0.23,2.8091
0.92,0.54,1.2085
0.97,0.56,2.2852
0.03,0.07,0.86041
0.13,0.79,5.9958
0.36,0.57,5.1435
0.93,0.05,-0.96698
0.16,0.14,3.2224
0.72,0.25,-1.6282
0.51,0.79,3.7574
0.3,0.26,4.2195
0.76,0.84,1.2636
0.37,0.84,6.3613
0,0.63,3.1373
0.47,0.66,3.8105
0.6,0.96,2.9875
0.94,0.99,3.8354
0.86,0.75,1.4383
0.96,0.12,-0.12719
0.06,0.05,1.318
0.04,0.44,2.9144
0.41,0.02,1.6134
0.38,0.26,3.4119
0.02,0.39,2.3529
0.69,0.28,-1.5098
0.52,0.89,4.0203
0.54,0.11,-0.21769
0.9,0.41,0.2172
0.59,0.31,-0.14352
0.9,0.98,3.1105
0.83,0.79,1.2813
0.6,0.84,2.4654
0.62,0.67,1.2554
0.02,0.12,0.9415
0.11,0.16,2.7336
0.13,0.08,2.5188
0.13,0.94,6.8576
0.18,0.72,6.3253
0.29,0.61,5.987
0.3,0.94,7.5344
0.39,0.04,2.1604
0,0.29,1.4107
0.23,0.99,7.8225
0.79,0.99,2.0591
0.08,0.54,4.145
0.67,0.86,1.5622
0.71,0.68,0.44494
0.47,0.67,3.8907
0.4,0.72,5.4474
0.2,0.32,4.4693
0.96,0.7,2.7025
0.93,0.68,2.1856
0.81,0.47,-0.44149
0.26,0.19,3.9568
0.1,0.5,4.2334
0.55,0.43,1.2404
0.03,0.23,1.7501
0.56,0.14,-0.30843
0.61,0.17,-1.0858
0.3,0.41,4.9457
0.57,0.07,-0.92669
0.86,0.99,2.572
0.32,0.59,5.726
0.97,0.16,0.18514
0.69,1,2.1965
0.57,0.71,2.249
0.25,0.9,7.563
0.71,0.44,-0.72753
0.84,0.69,0.96954
0.05,0.21,1.9162
0.63,0.21,-1.0968
0.91,0.79,2.3681
0.64,0.76,1.4351
0.58,0.45,0.7997
0.71,0.8,1.1012
0.78,0.54,-0.32948
0.71,0.74,0.75062
0.61,0.39,0.062955
0.96,0.17,0.084819
0.09,0.37,3.4786
0.01,0.72,3.7312
0.25,0.59,5.9227
0.05,0.83,5.1046
0.64,0.73,1.393
0.89,0.72,1.6742
0.56,0.33,0.57725
0.76,0.51,-0.37967
0.68,0.05,-2.4362
0.14,0.86,6.5375
0.79,0.89,1.5572
0.26,0.72,6.6356
0.12,0.02,2.0421
0.17,0.42,4.741
0.35,0.5,4.8224
0.73,0.42,-0.8552
0.3,0.47,5.1931
0.41,0.21,2.6526
0.57,0.69,2.0484
0.11,0.88,6.1933
0.83,0.94,2.135
0.95,0.44,1.3244
0.58,0.77,2.3928
0.9,0.63,1.3572
0.2,0.13,3.4848
0.36,0.39,4.2704
0.69,0.59,0.22188
0.61,0.73,1.7385
0.03,1,5.5409
0.01,0.18,1.1574
0.79,0.08,-2.4524
0.12,0.44,4.2093
0.42,0.23,2.6481
0.7,0.65,0.38993
0.18,0.39,4.5516
0.88,0.34,-0.33504
0.77,0.16,-2.2716
0,1,5.0907
0.74,0.32,-1.4162
0.09,0.04,1.7357
0.1,0.01,1.7929
0.56,0.35,0.65193
0.35,0.3,4.0459
0.11,0.59,4.8031
0.84,0.86,1.6711
0.46,0.25,1.919
0.78,0.02,-2.7927
0.93,0.88,3.1389
0.69,0.64,0.40195
0.78,0.4,-1.0708
0.66,0.49,-0.088394
0.97,0.87,3.682
0.37,0.59,5.0568
0.94,0.8,2.8758
0.18,0.42,4.8905
0.17,0.29,4.0573
0.19,0.26,4.0995
0.01,0.38,2.1306
0.7,0.04,-2.6581
0.31,0.03,2.9729
0.56,0.92,3.4628
0.27,0.41,5.0673
0.35,0.01,2.5171
0.43,0.64,4.4204
0.7,0.32,-1.2924
0.29,0.23,4.0703
0.5,0.69,3.4156
0.05,0,0.85552
0.17,0.68,5.9451
0.01,0.4,2.2698
1,0.5,2.5104
0.39,0.91,6.4543
0.82,0.53,-0.040371
0.17,0.65,5.8262
0.93,0.58,1.6273
0.65,0.47,-0.17273
0.29,0.42,5.0322
0.7,0.35,-1.115
0.3,0.01,2.887
0.19,0.48,5.2305
0.09,0.81,5.7189
0.63,0.64,0.97888
0.55,0.64,2.3428
0.78,0.11,-2.3622
0.98,0.55,2.4319
0.15,0.6,5.3987
0.47,0.5,3.1221
0.97,0.33,1.1334
0.17,0.14,3.2851
0.41,0.9,6.1171
0.9,0.06,-1.4923
0.99,0.63,2.9381
0.53,0.78,3.2948
0.41,0.14,2.3269
0.63,0.85,2.0673
0.26,0.71,6.5714
0.36,0.63,5.5316
0.24,0.71,6.5601
0.25,0.92,7.5426
0.24,0.04,3.1164
0.43,0.11,1.7185
0.14,0.33,3.9278
0.7,0.36,-1.0597
0.08,0.51,3.9606
0.02,0.08,0.64451
0.48,0.39,2.398
0.26,0.51,5.5708
0.02,0.06,0.64539
0.58,0.7,1.9716
0.85,0.3,-0.98567
0.8,0.05,-2.618
0.14,0.46,4.5877
0,0.95,4.7817
0.48,0.6,3.4812
0.74,0.92,1.5989
0.34,0.09,2.9949
0.05,0.81,5.0035
1,0,-0.041254
0.05,0.49,3.3214
0.27,0.19,3.9275
0.52,0.45,1.8705
0.59,0.35,0.11615
0.57,0.19,-0.34924
0.08,0.77,5.275
0.16,0.65,5.6992
0.39,0.31,3.4824
0.16,0.57,5.4902
0.17,0.52,5.2532
0.84,0.32,-1.0187
0.82,0.28,-1.4507
0.47,0.42,2.6149
0.93,0.45,1.0408
0.2,0.84,7.1012
0.49,0.86,4.4939
0.1,0.26,3.0365
0.95,0.79,3.0612
0.03,0.66,4.0106
0.7,0.54,-0.17201
0.83,0.71,0.96242
0.37,0.86,6.4461
0.35,0.47,4.8307
0.77,0.77,0.90343
0.67,0.39,-0.72115
0.66,0.01,-2.4291
0.11,0.95,6.652
0.16,0.58,5.4117
0.35,0.32,4.0105
0.84,0.02,-2.5036
0.95,0.68,2.5325
0.48,0.8,4.3315
0.11,0.21,3.0871
0.43,0.77,5.3186
0.33,0.55,5.3705
0.2,0.34,4.5956
0.62,0.35,-0.27214
0.18,0.25,3.9914
0.22,0.01,2.9378
0.07,0.51,3.8324
0.44,0.51,3.5935
0.98,0.82,3.7032
0.15,0.89,6.9687
0.28,0,3.0305
0.81,0.63,0.36509
0.46,0.34,2.5298
0.65,0.98,2.5804
0.01,0.15,0.85661
0.16,0.32,4.2047
0.33,0.35,4.3917
0.97,0.18,0.43628
0.69,0.76,1.0218
0.86,0.32,-0.71751
0.22,0.73,6.6507
0.74,0.81,1.0502
0.55,0.55,1.8681
0.48,0.66,3.7367
0.27,0.15,3.7123
0.85,0.52,0.25153
0.78,0.2,-1.9834
0.16,0.99,7.5488
0.81,0.04,-2.5872
0.8,0.59,0.10378
0.88,0.78,1.7801
0.09,0.47,3.9563
0.77,0.09,-2.5543
0.38,0.41,4.2311
1,0.32,1.6526
0.29,0.28,4.314
0.16,0.4,4.6904
0.64,0.08,-1.8643
0.42,0.96,6.2915
0.07,0.61,4.2637
0.14,0.81,6.3971
0.09,0.45,3.828
0.48,0.12,1.0419
0.07,0.87,5.706
0.5,0.66,3.328
0.74,0.02,-2.8945
0.12,0.55,4.8338
0.02,0.15,1.1908
0.09,0.22,2.7435
0.98,0.7,3.0986
0.55,0.89,3.5087
0.29,0.86,7.1336
1,0.17,0.89297
0.54,0.77,3.1842
0.67,0.49,-0.092615
0.32,0.35,4.4532
0.01,0.14,0.88199
0.58,0.06,-1.0884
0.62,0.16,-1.2909
0.13,0.73,5.8369
0.49,0.46,2.5203
0.19,0.35,4.4989
0.59,0.81,2.4659
0.35,0.21,3.464
0.1,0.08,2.2122
0.28,0.3,4.4738
0.3,0.18,3.6937
0.57,0.23,-0.18237
0.2,0.18,3.8086
0.68,0.68,0.75268
0.33,0.06,2.9475
0.71,0.19,-1.9456
0.26,0.98,7.8647
0.22,0.22,4.0488
0.06,0.97,6.0105
0.66,0.99,2.4014
0.55,0.92,3.6017
0.46,0.69,4.1966
0.2,0.64,6.0094
0.68,0.98,2.2451
0.21,0.83,6.9151
0.06,0.72,4.7563
0.87,0.3,-0.70569
0.2,0.56,5.6602
0.75,0.06,-2.5896
0.02,0.24,1.6655
0.53,0.54,2.0425
0.89,0.16,-1.159
0.87,0.15,-1.4292
0.1,0.15,2.4336
0.02,0.6,3.2778
0.77,0.37,-1.1433
0.71,0.91,1.6528
0.09,0.23,2.7482
0.05,0.18,1.8462
0.55,0.27,0.52122
0.23,0.14,3.6704
0.01,0.76,3.8685
0.13,0.95,7.0319
0.84,0.88,1.7942
0.92,0.16,-0.67874
0.15,0.03,2.4761
0.4,0.38,3.6369
0.36,0.66,5.6165
0.16,0.62,5.5235
0.52,0.54,2.2768
0.87,0.04,-2.0629
0.54,0.9,3.6726
0.35,0.26,3.781
0.44,0.27,2.4316
0.27,0.35,4.7041
0.85,0.26,-1.1734
0.07,0.41,3.3433
0.22,0.45,5.251
0.35,0.24,3.6349
0.28,0.31,4.5609
0.39,0.68,5.3488
0.93,0.22,-0.14746
0.22,0.55,5.7336
0.05,0.45,3.1936
0.18,0.27,4.1027
0.32,0.83,6.9315
0.76,0.48,-0.57345
0.25,0.88,7.4757
0.44,0.18,2.0067
